dpr_id,project_title,department,region,duration,estimated_cost,fund_allocation,contingency,start_date,end_date,num_employees,state,district,risk_zone,guidelines_followed,risk_label,recommendation_type,recommendation_description,recommendation_priority,contingency_ratio,duration_months,num_machinery,num_materials,compliance_score,missing_docs_count
DPR_0303,Infrastructure Development Project 933,Rural Development Department,Region 8,21 months,₹389 crore,₹264 crore,₹3 crore,24-05-2024,24-09-2027,137,Meghalaya,Agartala,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.007712082,21,2,5,0,0
DPR_0304,Infrastructure Development Project 621,Water Resources Department,Region 7,18 months,₹71 crore,₹412 crore,₹3 crore,12-05-2024,15-01-2029,180,Manipur,Guwahati,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.042253521,18,4,4,1,0
DPR_0305,Infrastructure Development Project 435,Urban Development Department,Region 1,8 months,₹265 crore,₹241 crore,₹4 crore,06-03-2026,21-08-2027,104,Arunachal Pradesh,Gangtok,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.01509434,8,5,4,0,0
DPR_0306,Infrastructure Development Project 410,Water Resources Department,Region 2,33 months,₹409 crore,₹275 crore,₹19 crore,21-05-2025,12-08-2028,178,Mizoram,Agartala,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.046454768,33,2,4,0,0
DPR_0307,Infrastructure Development Project 146,Public Works Department,Region 9,13 months,₹193 crore,₹295 crore,₹18 crore,08-07-2024,03-08-2028,113,Assam,Guwahati,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.093264249,13,3,2,1,0
DPR_0308,Infrastructure Development Project 741,Rural Development Department,Region 4,27 months,₹297 crore,₹377 crore,₹19 crore,01-04-2026,19-12-2029,19,Assam,Agartala,None,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.063973064,27,2,5,1,0
DPR_0309,Infrastructure Development Project 795,Water Resources Department,Region 4,36 months,₹235 crore,₹320 crore,₹2 crore,09-10-2024,14-02-2028,131,Sikkim,Shillong,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.008510638,36,3,4,1,0
DPR_0310,Infrastructure Development Project 983,Urban Development Department,Region 4,16 months,₹427 crore,₹385 crore,₹13 crore,04-02-2026,04-03-2028,192,Meghalaya,Kohima,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.030444965,16,4,5,0,2
DPR_0311,Infrastructure Development Project 138,Public Works Department,Region 2,18 months,₹110 crore,₹319 crore,₹11 crore,28-09-2026,26-04-2029,109,Tripura,Kohima,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.1,18,4,5,0,0
DPR_0312,Infrastructure Development Project 189,Rural Development Department,Region 10,32 months,₹156 crore,₹123 crore,₹2 crore,24-09-2025,08-02-2029,164,Tripura,Guwahati,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.012820513,32,4,4,0,0
DPR_0313,Infrastructure Development Project 290,Public Works Department,Region 7,14 months,₹241 crore,₹369 crore,₹12 crore,04-09-2026,25-08-2027,18,Mizoram,Imphal,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.049792531,14,5,3,1,0
DPR_0314,Infrastructure Development Project 643,Rural Development Department,Region 1,8 months,₹262 crore,₹349 crore,₹18 crore,27-03-2025,11-12-2029,199,Manipur,Dispur,Connectivity,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.06870229,8,2,4,1,0
DPR_0315,Infrastructure Development Project 979,Public Works Department,Region 6,16 months,₹313 crore,₹282 crore,₹5 crore,28-10-2024,14-09-2029,167,Arunachal Pradesh,Imphal,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.015974441,16,3,4,1,0
DPR_0316,Infrastructure Development Project 290,Water Resources Department,Region 2,29 months,₹481 crore,₹396 crore,₹18 crore,09-10-2025,16-10-2029,101,Assam,Kohima,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.037422037,29,5,2,0,2
DPR_0317,Infrastructure Development Project 822,Water Resources Department,Region 10,30 months,₹81 crore,₹309 crore,₹12 crore,10-09-2025,13-10-2028,114,Nagaland,Dispur,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.148148148,30,3,2,0,0
DPR_0318,Infrastructure Development Project 640,Rural Development Department,Region 1,13 months,₹444 crore,₹77 crore,₹6 crore,16-01-2024,08-10-2028,10,Sikkim,Kohima,None,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.013513514,13,5,3,1,0
DPR_0319,Infrastructure Development Project 678,Water Resources Department,Region 6,18 months,₹70 crore,₹313 crore,₹3 crore,08-10-2026,09-10-2027,96,Tripura,Aizawl,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.042857143,18,4,3,1,0
DPR_0320,Infrastructure Development Project 490,Water Resources Department,Region 8,6 months,₹418 crore,₹266 crore,₹14 crore,25-07-2026,15-07-2027,45,Sikkim,Gangtok,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.033492823,6,4,2,0,0
DPR_0321,Infrastructure Development Project 933,Urban Development Department,Region 7,27 months,₹200 crore,₹270 crore,₹5 crore,22-08-2026,08-06-2028,48,Arunachal Pradesh,Kohima,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.025,27,2,5,0,0
DPR_0322,Infrastructure Development Project 686,Water Resources Department,Region 2,31 months,₹222 crore,₹254 crore,₹18 crore,16-04-2025,26-04-2028,73,Manipur,Dispur,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.081081081,31,5,3,0,0
DPR_0323,Infrastructure Development Project 605,Water Resources Department,Region 10,19 months,₹394 crore,₹247 crore,₹20 crore,27-04-2025,13-02-2028,22,Manipur,Gangtok,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.050761421,19,3,2,1,0
DPR_0324,Infrastructure Development Project 235,Road Construction Department,Region 10,13 months,₹437 crore,₹427 crore,₹11 crore,16-08-2024,25-01-2027,170,Tripura,Dispur,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.025171625,13,4,4,0,0
DPR_0325,Infrastructure Development Project 921,Public Works Department,Region 5,20 months,₹468 crore,₹397 crore,₹19 crore,14-01-2026,18-01-2029,19,Assam,Shillong,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.040598291,20,3,5,0,0
DPR_0326,Infrastructure Development Project 528,Rural Development Department,Region 7,9 months,₹436 crore,₹274 crore,₹19 crore,09-03-2024,21-10-2029,171,Assam,Agartala,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.043577982,9,2,2,1,0
DPR_0327,Infrastructure Development Project 953,Water Resources Department,Region 1,15 months,₹394 crore,₹99 crore,₹11 crore,11-10-2024,18-07-2029,153,Arunachal Pradesh,Agartala,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.027918782,15,5,4,1,0
DPR_0328,Infrastructure Development Project 833,Urban Development Department,Region 3,11 months,₹382 crore,₹320 crore,₹11 crore,19-02-2025,02-03-2027,158,Tripura,Guwahati,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.028795812,11,5,3,1,0
DPR_0329,Infrastructure Development Project 352,Rural Development Department,Region 7,8 months,₹187 crore,₹108 crore,₹18 crore,13-02-2024,28-07-2028,197,Assam,Aizawl,Connectivity,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.096256684,8,3,4,1,0
DPR_0330,Infrastructure Development Project 531,Road Construction Department,Region 8,33 months,₹423 crore,₹108 crore,₹15 crore,06-01-2024,22-05-2028,119,Meghalaya,Aizawl,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.035460993,33,5,3,1,1
DPR_0331,Infrastructure Development Project 135,Road Construction Department,Region 2,19 months,₹130 crore,₹193 crore,₹17 crore,06-09-2025,05-12-2028,31,Manipur,Dispur,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.130769231,19,4,4,1,0
DPR_0332,Infrastructure Development Project 920,Rural Development Department,Region 4,17 months,₹206 crore,₹112 crore,₹2 crore,04-07-2024,03-01-2028,155,Nagaland,Kohima,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.009708738,17,5,2,0,0
DPR_0333,Infrastructure Development Project 227,Water Resources Department,Region 6,21 months,₹437 crore,₹324 crore,₹16 crore,13-02-2024,07-01-2028,41,Nagaland,Gangtok,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.036613272,21,3,5,1,0
DPR_0334,Infrastructure Development Project 296,Public Works Department,Region 9,20 months,₹267 crore,₹267 crore,₹2 crore,18-03-2026,05-08-2029,34,Sikkim,Agartala,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.007490637,20,2,2,0,0
DPR_0335,Infrastructure Development Project 841,Road Construction Department,Region 9,11 months,₹226 crore,₹401 crore,₹10 crore,13-05-2025,23-10-2029,36,Tripura,Shillong,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.044247788,11,5,2,0,0
DPR_0336,Infrastructure Development Project 149,Public Works Department,Region 1,11 months,₹85 crore,₹86 crore,₹6 crore,17-09-2024,28-04-2028,195,Nagaland,Kohima,Connectivity,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.070588235,11,3,4,0,0
DPR_0337,Infrastructure Development Project 158,Rural Development Department,Region 1,30 months,₹63 crore,₹421 crore,₹4 crore,24-10-2025,11-07-2029,126,Assam,Guwahati,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.063492063,30,3,3,1,2
DPR_0338,Infrastructure Development Project 461,Public Works Department,Region 1,19 months,₹250 crore,₹84 crore,₹5 crore,13-02-2025,14-12-2028,110,Arunachal Pradesh,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.02,19,5,4,1,0
DPR_0339,Infrastructure Development Project 548,Public Works Department,Region 2,36 months,₹285 crore,₹371 crore,₹9 crore,04-02-2024,26-02-2027,122,Arunachal Pradesh,Shillong,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.031578947,36,4,2,0,0
DPR_0340,Infrastructure Development Project 202,Road Construction Department,Region 10,32 months,₹160 crore,₹283 crore,₹13 crore,11-01-2026,13-02-2028,96,Tripura,Kohima,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.08125,32,4,2,0,0
DPR_0341,Infrastructure Development Project 557,Urban Development Department,Region 7,20 months,₹84 crore,₹75 crore,₹12 crore,10-03-2026,05-08-2027,66,Tripura,Guwahati,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.142857143,20,5,5,0,0
DPR_0342,Infrastructure Development Project 951,Road Construction Department,Region 3,24 months,₹260 crore,₹219 crore,₹9 crore,28-12-2026,06-06-2027,101,Sikkim,Imphal,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.034615385,24,5,2,1,0
DPR_0343,Infrastructure Development Project 515,Public Works Department,Region 4,31 months,₹244 crore,₹166 crore,₹13 crore,19-03-2024,27-08-2029,131,Mizoram,Agartala,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.053278689,31,2,5,1,2
DPR_0344,Infrastructure Development Project 735,Rural Development Department,Region 7,26 months,₹109 crore,₹244 crore,₹7 crore,24-10-2025,18-07-2027,181,Tripura,Gangtok,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.064220183,26,2,3,0,2
DPR_0345,Infrastructure Development Project 765,Road Construction Department,Region 8,16 months,₹469 crore,₹68 crore,₹14 crore,04-11-2026,27-06-2028,70,Manipur,Agartala,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.029850746,16,2,5,0,0
DPR_0346,Infrastructure Development Project 846,Road Construction Department,Region 9,20 months,₹486 crore,₹217 crore,₹6 crore,17-04-2024,12-07-2027,38,Assam,Gangtok,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.012345679,20,4,4,0,0
DPR_0347,Infrastructure Development Project 146,Urban Development Department,Region 9,23 months,₹447 crore,₹214 crore,₹9 crore,23-03-2024,26-04-2028,172,Sikkim,Dispur,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.020134228,23,3,2,1,1
DPR_0348,Infrastructure Development Project 256,Public Works Department,Region 4,13 months,₹300 crore,₹341 crore,₹12 crore,18-10-2024,11-06-2028,112,Meghalaya,Kohima,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.04,13,3,5,0,2
DPR_0349,Infrastructure Development Project 665,Rural Development Department,Region 8,25 months,₹59 crore,₹326 crore,₹7 crore,09-06-2025,19-12-2027,112,Tripura,Guwahati,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.118644068,25,2,2,1,2
DPR_0350,Infrastructure Development Project 213,Public Works Department,Region 7,20 months,₹415 crore,₹230 crore,₹13 crore,08-02-2025,06-09-2027,200,Manipur,Itanagar,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.031325301,20,2,2,0,0
DPR_0351,Infrastructure Development Project 877,Water Resources Department,Region 5,30 months,₹209 crore,₹84 crore,₹14 crore,05-02-2025,26-09-2028,26,Manipur,Shillong,None,FALSE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.066985646,30,4,5,0,0
DPR_0352,Infrastructure Development Project 176,Water Resources Department,Region 5,19 months,₹272 crore,₹223 crore,₹6 crore,27-05-2024,24-06-2028,21,Manipur,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.022058824,19,3,3,1,0
DPR_0353,Infrastructure Development Project 548,Road Construction Department,Region 3,14 months,₹164 crore,₹419 crore,₹19 crore,03-07-2025,07-04-2029,44,Tripura,Kohima,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.115853659,14,5,5,1,0
DPR_0354,Infrastructure Development Project 713,Road Construction Department,Region 1,26 months,₹245 crore,₹194 crore,₹19 crore,18-10-2026,21-01-2027,114,Tripura,Agartala,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.07755102,26,4,3,1,0
DPR_0355,Infrastructure Development Project 400,Water Resources Department,Region 4,12 months,₹487 crore,₹183 crore,₹11 crore,11-07-2025,24-01-2028,98,Arunachal Pradesh,Imphal,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.022587269,12,5,3,1,0
DPR_0356,Infrastructure Development Project 985,Public Works Department,Region 2,14 months,₹237 crore,₹433 crore,₹13 crore,25-06-2025,05-05-2027,65,Assam,Gangtok,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.054852321,14,3,5,1,0
DPR_0357,Infrastructure Development Project 610,Urban Development Department,Region 6,20 months,₹142 crore,₹330 crore,₹13 crore,12-11-2026,08-12-2028,86,Manipur,Kohima,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.091549296,20,5,2,0,1
DPR_0358,Infrastructure Development Project 658,Urban Development Department,Region 1,31 months,₹131 crore,₹198 crore,₹18 crore,10-07-2026,27-05-2027,107,Sikkim,Imphal,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.13740458,31,5,2,1,2
DPR_0359,Infrastructure Development Project 794,Public Works Department,Region 5,32 months,₹74 crore,₹253 crore,₹15 crore,17-08-2026,14-12-2027,169,Assam,Guwahati,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.202702703,32,4,4,0,0
DPR_0360,Infrastructure Development Project 357,Road Construction Department,Region 1,34 months,₹416 crore,₹207 crore,₹5 crore,08-11-2024,07-10-2029,160,Meghalaya,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.012019231,34,4,4,1,2
